date,tempmax,tempmin,temp,feelslikemax,feelslikemin,feelslike,dew,humidity,precip,precipcover,snow,snowdepth,windgust,windspeed,winddir,sealevelpressure,cloudcover,visibility,icon
2021-12-31,7.2,4.4,5.9,6.6,2.9,4.9,4.8,92.98,0.0,0.0,0.0,0.0,37.0,11.1,130.0,1014.4,99.5,7.3,cloudy
2021-12-30,5.7,3.3,4.6,5.7,0.8,3.2,2.6,87.69,1.5,25.0,0.0,0.0,36.099999999999994,12.8,152.9,1014.6,99.8,8.0,rain
2021-12-29,5.7,2.8,4.4,5.7,-0.1,3.1,-1.1,68.08,0.03,4.17,0.0,0.33,35.199999999999996,17.9,167.5,1013.6,99.5,16.0,rain
2021-12-28,7.2,0.7,3.9,4.2,-1.7,1.6,-0.7,74.15,1.21,25.0,0.51,1.0,34.3,18.5,219.3,1010.0,96.4,12.1,snow
2021-12-27,1.7,-1.1,0.5,1.7,-6.7,-3.4,-5.2,65.61,0.0,0.0,0.63,1.0,46.2,32.9,261.2,1016.2,71.0,16.0,snow
2021-12-26,3.4,1.2,2.2,-0.5,-5.1,-2.4,-1.2,79.24,6.07,20.83,0.71,1.64,51.5,31.4,303.3,1008.1,93.7,15.0,snow
2021-12-25,2.2,-2.2,0.2,-0.6,-6.9,-2.5,-1.2,90.61,8.19,41.67,0.8,1.0,49.166666666666664,18.0,189.9,1004.4,99.8,7.8,snow
2021-12-24,-1.2,-4.4,-3.0,-1.7,-9.6,-5.6,-11.2,56.18,0.0,0.0,0.78,1.0,46.833333333333336,14.5,216.1,1019.9,100.0,15.2,snow
2021-12-23,0.6,-4.4,-1.4,-4.7,-10.3,-7.0,-15.2,35.37,0.0,0.0,0.63,0.63,44.5,29.3,304.1,1017.1,34.0,16.0,snow
2021-12-22,5.7,1.1,3.7,3.5,-4.7,0.4,-0.3,76.19,2.34,20.83,0.0,1.0,53.6,31.6,220.6,1002.8,80.9,13.0,rain
2021-12-21,6.7,-1.2,2.5,4.7,-7.4,-1.1,-5.6,56.16,0.0,0.0,0.0,1.0,42.5,28.8,211.9,1017.2,59.1,16.0,partly-cloudy-day
2021-12-20,0.0,-6.7,-3.2,-3.1,-13.9,-8.1,-11.0,55.77,0.0,0.0,0.61,1.0,38.9,25.5,259.5,1025.0,36.6,16.0,snow
2021-12-19,6.6,-4.4,0.8,6.1,-10.4,-4.5,-2.8,78.09,11.23,37.5,0.51,1.35,46.3,33.0,313.2,1015.2,75.2,11.4,snow
2021-12-18,6.0,1.2,3.9,3.9,-2.1,1.2,-2.1,67.52,11.68,41.67,0.85,0.85,54.55,21.6,206.0,1019.5,95.9,11.9,snow
2021-12-17,15.0,7.7,12.3,15.0,5.0,11.8,-3.6,36.41,0.0,0.0,0.0,0.0,62.8,36.7,266.6,1012.7,54.1,16.0,wind
2021-12-16,15.7,7.2,12.4,15.7,4.4,12.1,7.9,75.45,4.48,37.5,0.0,0.0,40.7,31.2,215.8,1015.3,94.8,15.1,rain
2021-12-15,6.2,-0.2,3.7,4.2,-3.3,0.9,-5.6,52.92,0.49,4.17,0.0,0.0,38.0,20.1,207.0,1035.9,82.3,16.0,rain
2021-12-14,10.7,3.3,7.4,10.7,-0.8,4.8,-7.8,34.29,0.0,0.0,0.0,0.0,35.3,25.4,307.0,1029.4,48.6,16.0,partly-cloudy-day
2021-12-13,11.2,3.3,6.7,11.2,-1.8,3.1,-6.2,39.74,0.0,0.0,0.0,0.0,57.5,32.8,230.6,1019.2,41.5,16.0,wind
2021-12-12,16.7,3.2,7.1,16.7,-1.6,3.3,-5.5,42.09,1.16,8.33,0.0,0.0,64.9,46.0,266.6,1013.0,47.4,15.9,rain
2021-12-11,17.9,1.6,9.2,17.9,-0.6,8.3,7.1,87.18,6.63,29.17,0.0,1.0,64.5,44.0,239.8,1008.8,99.7,11.4,rain
2021-12-10,6.2,-1.7,2.4,5.3,-5.1,0.1,-3.8,64.46,0.0,0.0,2.65,3.0,49.0,14.3,186.5,1023.3,95.9,15.9,snow
2021-12-09,3.4,-3.4,-0.4,-0.8,-9.2,-4.9,-7.1,62.75,0.29,4.17,1.55,4.14,33.5,22.9,256.9,1019.8,71.7,14.3,snow
2021-12-08,2.2,-2.1,1.3,-0.5,-8.0,-2.7,-4.7,66.37,0.01,4.17,2.59,2.59,40.7,31.1,190.8,1017.4,98.3,14.3,snow
2021-12-07,7.2,2.1,4.1,2.7,-1.4,0.1,-6.6,46.12,0.11,4.17,0.0,0.0,68.2,33.2,276.5,1016.8,53.2,16.0,rain
2021-12-06,16.2,5.6,11.5,16.2,2.3,10.4,7.7,78.01,6.14,25.0,0.0,0.0,65.4,42.0,178.6,1011.4,96.2,15.0,rain
2021-12-05,8.4,3.2,5.1,6.2,-0.2,2.1,-5.1,49.05,0.0,0.0,0.0,0.0,45.650000000000006,20.3,225.3,1026.9,87.2,16.0,partly-cloudy-day
2021-12-04,5.0,-1.8,2.0,2.1,-6.8,-1.9,-6.6,53.07,0.0,0.0,0.0,0.0,25.9,21.8,241.6,1018.5,70.2,16.0,partly-cloudy-day
2021-12-03,7.2,1.0,4.5,3.8,-3.6,-0.1,-5.6,49.45,0.29,4.17,0.0,0.0,59.3,38.2,278.0,1007.7,33.6,16.0,rain
2021-12-02,15.0,2.7,8.9,15.0,-0.9,7.4,4.1,72.35,0.32,12.5,0.0,0.0,57.1,31.2,195.2,1007.4,94.9,15.9,rain
2021-12-01,7.3,0.6,4.1,4.2,-4.1,0.7,-2.7,62.29,0.0,0.0,0.0,0.0,44.6,25.4,244.5,1018.0,64.5,16.0,partly-cloudy-day
2021-11-30,4.4,-3.3,0.7,1.0,-9.4,-3.9,-8.1,52.39,0.0,0.0,0.0,0.0,35.3,25.4,262.2,1013.4,49.5,16.0,partly-cloudy-day
2021-11-29,4.4,-1.2,1.7,2.8,-7.0,-2.3,-6.5,54.93,0.0,0.0,0.0,0.0,37.1,25.5,313.1,1010.5,68.3,16.0,partly-cloudy-day
2021-11-28,3.4,-1.7,1.2,2.8,-7.6,-2.3,-7.5,52.2,0.0,0.0,0.0,0.8,38.9,21.8,212.7,1011.2,87.8,16.0,partly-cloudy-day
2021-11-27,3.4,-1.2,1.5,-1.9,-6.8,-4.1,-6.1,57.86,0.0,0.0,0.9,2.41,55.1,36.5,280.1,1003.9,57.2,15.5,snow
2021-11-26,8.3,1.7,6.0,6.7,-4.8,2.6,1.0,71.59,1.17,41.67,1.51,1.51,59.1,36.7,260.7,999.7,100.0,15.5,snow
2021-11-25,11.2,1.6,6.9,11.2,-2.0,4.9,-5.1,42.63,0.0,0.0,0.0,0.0,55.400000000000006,16.0,272.4,1014.5,65.4,16.0,partly-cloudy-day
2021-11-24,6.2,-2.2,1.5,2.3,-9.0,-3.6,-11.5,39.26,0.0,0.0,0.0,0.0,51.7,31.3,303.5,1021.5,19.2,16.0,wind
2021-11-23,3.9,-2.2,1.3,-0.8,-9.0,-4.1,-9.3,45.8,0.0,0.0,0.0,0.0,48.0,33.0,317.2,1012.8,38.9,16.0,wind
2021-11-22,13.4,3.3,10.2,13.4,-1.1,9.0,4.9,71.51,5.54,45.83,0.0,0.0,42.4,27.3,256.6,1009.5,96.2,15.4,rain
2021-11-21,12.2,3.8,8.1,12.2,0.7,7.0,3.6,73.8,0.02,12.5,0.0,0.0,44.86666666666667,16.4,186.5,1024.6,93.9,16.0,rain
2021-11-20,6.8,0.5,3.6,4.9,-3.3,0.4,-5.9,50.05,0.0,0.0,0.0,0.0,47.33333333333333,21.9,238.0,1032.3,42.5,16.0,partly-cloudy-day
2021-11-19,13.3,3.3,7.0,13.3,-1.3,3.6,-0.9,58.92,7.08,20.83,0.0,0.0,49.8,33.4,288.7,1019.2,62.0,14.8,rain
2021-11-18,21.2,11.1,15.2,21.2,11.1,15.2,10.7,75.39,0.0,0.0,0.0,0.0,40.6,27.2,207.9,1014.6,58.0,16.0,partly-cloudy-day
2021-11-17,10.0,1.5,5.5,7.4,-1.5,3.1,-1.4,61.45,0.0,0.0,0.0,0.0,46.150000000000006,20.1,186.0,1025.2,58.5,16.0,partly-cloudy-day
2021-11-16,9.3,2.8,5.5,5.9,-2.1,1.3,-3.8,52.3,0.0,0.0,0.0,0.0,51.7,33.2,276.1,1016.1,25.9,16.0,wind
2021-11-15,8.9,4.3,6.7,6.6,0.8,3.5,0.8,67.65,2.09,16.67,0.0,0.0,44.4,27.4,249.8,1006.3,55.7,16.0,rain
2021-11-14,10.0,3.3,6.7,7.8,-0.7,3.6,0.0,62.98,0.0,0.0,0.0,0.0,47.5,28.9,230.8,1010.2,50.0,16.0,partly-cloudy-day
2021-11-13,13.9,5.5,9.4,13.9,1.1,8.4,4.9,74.39,4.83,12.5,0.0,0.0,73.8,38.6,137.8,1007.6,42.8,15.5,rain
2021-11-12,16.7,10.0,13.5,16.7,7.3,13.3,10.5,82.45,13.93,45.83,0.0,0.0,82.9,50.9,169.3,1017.7,92.3,14.1,rain
2021-11-11,11.7,5.4,9.2,11.7,2.7,7.9,0.5,55.19,0.0,0.0,0.0,0.0,62.75,23.6,176.0,1027.1,74.7,16.0,partly-cloudy-day
2021-11-10,16.7,9.1,12.7,16.7,7.4,12.6,4.5,59.04,0.0,0.0,0.0,0.0,42.6,29.2,288.5,1016.9,62.1,16.0,partly-cloudy-day
2021-11-09,20.7,6.5,12.9,20.7,4.0,12.1,5.0,60.89,0.0,0.0,0.0,0.0,40.22,12.5,207.9,1016.8,18.9,16.0,clear-day
2021-11-08,15.0,4.8,9.4,15.0,1.6,8.3,1.5,59.51,0.0,0.0,0.0,0.0,37.84,18.2,214.4,1019.5,29.9,16.0,partly-cloudy-day
2021-11-07,12.3,2.0,6.7,12.3,-0.7,5.7,0.2,64.76,0.0,0.0,0.0,0.0,35.46,14.2,165.9,1022.5,48.7,16.0,partly-cloudy-day
2021-11-06,10.0,2.0,6.1,10.0,-0.6,4.4,-2.2,56.07,0.0,0.0,0.0,0.0,33.08,17.9,202.4,1028.7,11.7,16.0,clear-day
2021-11-05,10.0,3.2,6.4,10.0,0.0,4.3,-3.5,52.37,0.0,0.0,0.0,0.0,30.7,20.3,307.1,1026.8,24.5,16.0,partly-cloudy-day
2021-11-04,8.9,2.1,5.9,8.8,-1.4,3.5,-1.2,61.55,0.0,0.0,0.0,0.0,32.1,17.7,179.9,1026.7,43.1,15.9,partly-cloudy-day
2021-11-03,11.1,5.5,8.1,11.1,1.7,5.9,-1.4,52.05,0.0,0.0,0.0,0.0,33.5,22.1,295.6,1021.9,36.3,16.0,partly-cloudy-day
2021-11-02,13.4,7.8,10.6,13.4,5.5,9.8,0.0,48.37,0.0,0.0,0.0,0.0,31.7,22.1,248.0,1020.7,68.6,16.0,partly-cloudy-day
2021-11-01,15.7,9.8,12.4,15.7,6.9,12.1,3.8,57.97,0.0,0.0,0.0,0.0,44.6,27.7,258.8,1013.0,25.5,16.0,partly-cloudy-day
2021-10-31,18.8,12.9,15.3,18.8,12.9,15.3,11.9,81.34,12.38,45.83,0.0,0.0,49.4,31.4,246.3,998.3,80.9,12.7,rain
2021-10-30,14.4,11.1,13.1,14.4,11.1,13.1,11.8,92.24,24.27,79.17,0.0,0.0,51.8,38.3,87.4,1008.4,100.0,7.4,rain
2021-10-29,10.6,4.8,8.0,10.6,1.4,5.4,4.1,76.76,0.0,0.0,0.0,0.0,40.7,27.1,213.3,1015.1,80.3,16.0,partly-cloudy-day
2021-10-28,9.4,7.1,8.4,7.2,4.2,5.8,3.7,72.73,0.0,0.0,0.0,0.0,33.5,23.9,273.6,1014.5,88.7,16.0,partly-cloudy-day
2021-10-27,10.7,8.4,9.9,10.7,4.8,7.6,8.2,89.18,4.59,79.17,0.0,0.0,91.1,67.4,42.6,1002.6,99.5,6.7,rain
2021-10-26,15.7,10.7,13.7,15.7,10.7,13.7,13.0,95.64,24.03,91.67,0.0,0.0,82.4,54.4,38.3,1003.8,100.0,6.4,rain
2021-10-25,12.9,10.0,11.7,12.9,8.2,11.6,10.4,92.39,18.76,62.5,0.0,0.0,38.9,28.9,81.1,1017.8,100.0,8.8,rain
2021-10-24,13.9,6.5,10.3,13.9,3.5,9.1,0.3,51.41,0.0,0.0,0.0,0.0,33.5,22.1,276.5,1019.3,43.3,16.0,partly-cloudy-day
2021-10-23,15.0,9.9,12.1,15.0,7.3,11.8,3.5,55.93,0.0,0.0,0.0,0.0,25.9,20.3,301.4,1013.3,74.4,16.0,partly-cloudy-day
2021-10-22,21.7,13.8,18.1,21.7,13.8,18.1,11.6,68.18,0.0,0.0,0.0,0.0,31.7,24.0,245.3,1009.6,65.5,15.8,partly-cloudy-day
2021-10-21,23.4,14.9,19.2,23.4,14.9,19.2,9.9,56.14,0.0,0.0,0.0,0.0,27.7,23.7,228.1,1013.7,69.4,16.0,partly-cloudy-day
2021-10-20,22.3,12.1,16.0,22.3,12.1,16.0,8.8,63.63,0.0,0.0,0.0,0.0,33.5,25.5,219.3,1011.9,61.8,16.0,partly-cloudy-day
2021-10-19,17.2,8.2,12.0,17.2,4.7,10.7,2.2,53.26,0.0,0.0,0.0,0.0,55.1,29.1,275.2,1009.8,37.6,16.0,partly-cloudy-day
2021-10-18,16.1,9.3,12.2,16.1,6.2,11.8,3.5,57.28,0.0,0.0,0.0,0.0,42.5,31.3,292.8,1006.8,61.3,16.0,wind
2021-10-17,17.8,11.7,15.2,17.8,11.7,15.2,8.7,67.35,8.5,29.17,0.0,0.0,40.7,31.6,284.9,1004.5,57.1,15.7,rain
2021-10-16,23.4,18.4,21.0,23.4,18.4,21.0,17.4,80.83,0.01,8.33,0.0,0.0,53.4,36.5,193.7,1007.6,90.5,16.0,rain
2021-10-15,20.6,16.0,18.1,20.6,16.0,18.1,16.1,88.48,0.0,0.0,0.0,0.0,49.98571428571429,20.3,124.7,1013.0,80.2,15.9,partly-cloudy-day
2021-10-14,23.9,16.0,19.1,23.9,16.0,19.1,14.6,76.02,0.0,0.0,0.0,0.0,46.57142857142857,19.7,208.1,1012.2,33.1,15.9,partly-cloudy-day
2021-10-13,25.0,15.5,19.8,25.0,15.5,19.8,13.5,68.92,0.0,0.0,0.0,0.0,43.15714285714286,16.5,207.2,1015.6,38.8,15.9,partly-cloudy-day
2021-10-12,23.4,14.3,18.3,23.4,14.3,18.3,14.1,77.96,0.0,0.0,0.0,0.0,39.74285714285714,14.5,143.2,1019.4,63.9,11.2,partly-cloudy-day
2021-10-11,20.7,16.6,18.0,20.7,16.6,18.0,14.9,82.34,0.02,4.17,0.0,0.0,36.32857142857143,20.2,52.6,1020.6,83.8,15.8,rain
2021-10-10,18.8,15.9,17.3,18.8,15.9,17.3,13.1,76.52,0.0,0.0,0.0,0.0,32.91428571428571,21.9,81.3,1025.2,98.5,16.0,cloudy
2021-10-09,17.9,16.0,17.0,17.9,16.0,17.0,11.0,68.37,0.04,12.5,0.0,0.0,29.5,27.5,79.0,1026.8,94.8,16.0,rain
2021-10-08,21.7,15.5,18.0,21.7,15.5,18.0,12.6,71.2,0.0,0.0,0.0,0.0,31.38,27.3,138.0,1022.1,47.5,15.8,partly-cloudy-day
2021-10-07,22.3,13.7,17.8,22.3,13.7,17.8,12.9,73.54,0.0,0.0,0.0,0.0,33.26,14.5,112.3,1024.5,27.5,15.9,partly-cloudy-day
2021-10-06,20.1,13.2,16.6,20.1,13.2,16.6,10.9,69.55,0.0,0.0,0.0,0.0,35.14,12.6,193.9,1027.5,37.6,15.9,partly-cloudy-day
2021-10-05,16.7,12.8,14.5,16.7,12.8,14.5,11.6,82.85,15.6,33.33,0.0,0.0,37.019999999999996,22.0,103.9,1024.1,93.2,14.1,rain
2021-10-04,17.2,13.8,15.8,17.2,13.8,15.8,13.0,83.61,23.38,95.83,0.0,0.0,38.9,32.9,66.3,1018.6,100.0,11.8,rain
2021-10-03,19.4,14.5,17.0,19.4,14.5,17.0,13.6,80.47,0.06,12.5,0.0,0.0,39.8,20.3,58.0,1015.6,75.4,15.9,rain
2021-10-02,23.8,11.5,17.7,23.8,11.5,17.7,9.9,60.96,0.0,0.0,0.0,0.0,40.7,27.4,244.3,1018.1,45.8,15.9,partly-cloudy-day
2021-10-01,19.3,10.4,15.2,19.3,10.4,15.2,6.3,56.94,0.0,0.0,0.0,0.0,33.5,23.7,294.9,1020.8,46.9,15.9,partly-cloudy-day
2021-09-30,17.2,12.7,14.6,17.2,12.7,14.6,6.7,59.76,0.04,8.33,0.0,0.0,33.5,20.4,312.1,1017.1,76.2,16.0,rain
2021-09-29,17.9,11.1,15.2,17.9,11.1,15.2,7.7,61.64,0.0,0.0,0.0,0.0,35.3,23.6,257.3,1013.3,70.7,16.0,partly-cloudy-day
2021-09-28,21.6,17.1,20.0,21.6,17.1,20.0,15.2,74.45,18.08,50.0,0.0,0.0,40.849999999999994,25.4,253.5,1008.8,89.3,14.1,rain
2021-09-27,24.3,14.2,19.9,24.3,14.2,20.0,10.8,56.16,0.02,4.17,0.0,0.0,46.4,27.4,226.4,1011.5,53.9,16.0,rain
2021-09-26,24.3,18.2,20.4,24.3,18.2,20.4,12.6,64.09,16.53,29.17,0.0,0.0,42.5,28.8,283.8,1008.8,62.7,15.0,rain
2021-09-25,22.9,18.3,20.3,22.9,18.3,20.3,13.8,67.64,0.33,12.5,0.0,0.0,39.75,14.5,195.1,1015.8,84.0,15.8,rain
2021-09-24,26.1,20.1,23.5,26.1,20.1,23.5,19.2,77.37,0.34,33.33,0.0,0.0,37.0,29.2,173.4,1016.6,98.0,15.8,rain
2021-09-23,27.2,19.9,22.7,28.4,19.9,22.8,18.8,79.5,0.79,16.67,0.0,0.0,51.7,24.0,128.5,1018.7,72.5,16.0,rain
2021-09-22,26.7,19.4,22.4,26.7,19.4,22.4,18.8,80.52,0.01,4.17,0.0,0.0,47.9,23.9,147.9,1022.1,88.3,16.0,rain
2021-09-21,22.3,13.7,18.8,22.3,13.7,18.8,14.6,76.87,0.0,0.0,0.0,0.0,41.166666666666664,20.2,115.7,1028.8,48.8,16.0,partly-cloudy-day
2021-09-20,21.8,14.1,18.2,21.8,14.1,18.2,12.4,69.81,0.0,0.0,0.0,0.0,34.43333333333333,22.2,139.5,1027.9,22.0,16.0,partly-cloudy-day
2021-09-19,21.8,16.6,19.8,21.8,16.6,19.8,13.2,67.14,7.4,20.83,0.0,0.0,27.7,22.1,190.3,1020.0,49.9,15.5,rain
2021-09-18,22.8,18.8,20.3,22.8,18.8,20.3,17.7,85.24,1.02,8.33,0.0,0.0,40.7,14.6,196.0,1017.4,81.7,8.9,rain
2021-09-17,20.6,18.8,19.3,20.6,18.8,19.3,16.7,85.39,0.0,0.0,0.0,0.0,41.96666666666667,20.3,53.8,1025.5,99.9,12.1,cloudy
2021-09-16,24.3,18.4,20.8,24.3,18.4,20.8,17.1,79.81,7.99,33.33,0.0,0.0,43.233333333333334,20.4,137.5,1023.4,95.2,14.9,rain
2021-09-15,29.4,19.9,24.8,32.3,19.9,25.7,19.7,73.65,0.04,4.17,0.0,0.0,44.5,31.4,193.0,1014.9,83.6,16.0,rain
2021-09-14,22.3,17.6,20.3,22.3,17.6,20.3,13.6,65.85,0.0,0.0,0.0,0.0,38.1,25.6,131.3,1018.2,53.7,16.0,partly-cloudy-day
2021-09-13,27.8,20.5,24.2,27.7,20.5,24.2,15.1,58.41,1.59,12.5,0.0,0.0,31.7,22.0,276.0,1014.5,60.5,15.8,rain
2021-09-12,28.3,18.7,23.4,29.3,18.7,23.7,16.9,67.66,0.0,0.0,0.0,0.0,48.8,36.6,222.5,1016.2,54.3,16.0,wind
2021-09-11,25.6,15.4,20.4,25.6,15.4,20.4,10.5,53.95,0.0,0.0,0.0,0.0,51.8,27.4,251.3,1019.1,23.6,16.0,partly-cloudy-day
2021-09-10,25.0,18.2,21.4,25.0,18.2,21.4,14.2,65.29,14.45,16.67,0.0,0.0,42.5,29.3,292.3,1008.3,50.7,14.6,rain
2021-09-09,23.8,20.6,23.1,23.8,20.6,23.1,19.9,82.22,14.5,70.83,0.0,0.0,33.5,22.0,166.2,1008.4,89.9,15.6,rain
2021-09-08,29.3,18.2,23.7,29.6,18.2,23.9,16.7,66.35,0.0,0.0,0.0,0.0,48.6,36.6,193.2,1012.0,42.6,16.0,wind
2021-09-07,26.7,18.2,22.8,26.7,18.2,22.8,12.2,52.09,0.0,0.0,0.0,0.0,38.9,25.2,257.8,1012.6,26.3,16.0,partly-cloudy-day
2021-09-06,28.8,20.6,24.0,28.3,20.6,23.9,15.9,63.77,0.98,8.33,0.0,0.0,37.0,25.7,249.0,1007.3,60.3,15.6,rain
2021-09-05,23.3,17.7,20.8,23.3,17.7,20.8,16.1,74.62,0.3,8.33,0.0,0.0,33.25,23.6,206.0,1011.5,86.1,15.9,rain
2021-09-04,26.7,17.1,21.9,26.6,17.1,21.9,12.0,54.54,0.0,0.0,0.0,0.0,29.5,23.7,269.3,1013.9,25.2,16.0,partly-cloudy-day
2021-09-03,24.3,14.9,19.7,24.3,14.9,19.7,10.5,56.23,0.0,0.0,0.0,0.0,31.7,23.7,302.2,1014.0,38.9,16.0,partly-cloudy-day
2021-09-02,23.9,16.1,19.4,23.9,16.1,19.4,13.1,69.5,85.89,37.5,0.0,0.0,53.5,38.4,242.8,1007.2,78.9,12.6,rain
2021-09-01,23.7,16.7,21.2,23.7,16.7,21.1,15.5,71.08,20.05,50.0,0.0,0.0,35.3,31.2,241.2,1010.1,87.5,13.5,rain
2021-08-31,28.8,22.7,25.8,28.7,22.7,25.7,16.6,58.57,0.59,8.33,0.0,0.0,42.4,25.7,265.6,1006.9,72.3,16.0,rain
2021-08-30,30.6,21.7,26.0,33.8,21.7,27.2,20.7,73.68,0.01,4.17,0.0,0.0,38.9,29.2,222.4,1011.3,86.5,16.0,rain
2021-08-29,22.8,18.3,20.5,22.8,18.3,20.5,15.1,71.35,2.04,20.83,0.0,0.0,45.3,16.0,147.4,1022.9,100.0,16.0,rain
2021-08-28,24.9,17.8,21.0,24.9,17.8,21.0,13.8,63.95,1.79,12.5,0.0,0.0,51.7,33.0,71.1,1026.5,90.3,15.8,rain
2021-08-27,31.1,24.9,27.7,33.5,24.9,29.4,20.7,66.24,0.0,0.0,0.0,0.0,46.150000000000006,17.9,174.8,1018.2,53.6,15.9,partly-cloudy-day
2021-08-26,34.9,24.2,29.7,37.7,24.2,32.1,21.1,60.93,0.0,0.0,0.0,0.0,40.6,20.2,225.4,1017.7,25.7,15.7,partly-cloudy-day
2021-08-25,33.3,24.8,28.7,34.0,24.8,29.6,19.8,60.35,0.0,0.0,0.0,0.0,35.05,14.4,253.7,1017.5,30.3,15.7,partly-cloudy-day
2021-08-24,32.2,21.7,26.4,34.4,21.7,27.6,20.8,73.44,12.14,25.0,0.0,0.0,29.5,23.8,270.5,1010.8,76.3,12.7,rain
2021-08-23,24.5,21.2,22.4,24.5,21.2,22.4,20.6,89.42,24.56,29.17,0.0,0.0,44.9,22.2,86.3,1011.1,90.1,7.3,rain
2021-08-22,23.4,21.2,22.4,23.4,21.2,22.4,20.7,90.14,9.8,50.0,0.0,0.0,60.3,40.3,67.6,1010.6,94.5,4.7,rain
2021-08-21,27.9,22.9,24.8,30.7,22.9,25.3,21.6,82.66,0.0,0.0,0.0,0.0,57.46666666666666,23.8,97.5,1014.0,78.7,15.3,partly-cloudy-day
2021-08-20,26.7,22.8,24.6,28.7,22.8,24.7,21.5,82.86,1.34,16.67,0.0,0.0,54.63333333333333,16.4,184.4,1010.8,95.2,13.8,rain
2021-08-19,30.0,22.8,25.3,33.5,22.8,26.2,21.6,80.74,25.11,37.5,0.0,0.0,51.8,33.1,159.9,1015.0,92.0,14.1,rain
2021-08-18,31.1,22.2,25.9,32.4,22.2,26.4,18.1,62.71,0.0,0.0,0.0,0.0,35.3,22.1,211.3,1022.4,85.1,16.0,partly-cloudy-day
2021-08-17,29.3,19.2,24.3,29.9,19.2,24.7,17.5,66.99,0.0,0.0,0.0,0.0,36.175,22.0,212.5,1022.5,71.9,16.0,partly-cloudy-day
2021-08-16,25.0,18.7,22.1,25.0,18.7,22.1,14.9,64.44,0.0,0.0,0.0,0.0,37.05,17.9,187.0,1023.0,61.0,16.0,partly-cloudy-day
2021-08-15,26.7,21.0,24.0,26.8,21.0,24.0,13.3,51.76,0.0,0.0,0.0,0.0,37.925,19.9,218.6,1021.2,49.0,16.0,partly-cloudy-day
2021-08-14,33.3,25.6,29.7,36.6,25.6,31.8,20.5,59.02,0.29,8.33,0.0,0.0,38.8,29.1,268.3,1015.7,67.4,16.0,rain
2021-08-13,32.1,25.0,28.1,35.7,25.0,29.8,21.4,67.37,0.0,0.0,0.0,0.0,40.7,22.0,185.9,1015.3,63.4,16.0,partly-cloudy-day
2021-08-12,35.0,24.3,29.2,39.2,24.3,31.4,22.0,66.94,0.1,4.17,0.0,0.0,42.6,31.3,230.0,1013.2,54.5,16.0,rain
2021-08-11,33.8,22.9,28.0,39.0,22.9,30.3,22.0,71.38,0.0,0.0,0.0,0.0,35.2,29.2,203.8,1015.2,65.6,16.0,partly-cloudy-day
2021-08-10,23.8,19.3,21.4,23.8,19.3,21.4,18.7,84.6,3.7,37.5,0.0,0.0,34.775000000000006,20.1,132.3,1020.9,95.0,13.8,rain
2021-08-09,23.9,20.6,21.9,23.9,20.6,21.9,19.0,83.97,28.08,20.83,0.0,0.0,34.35,20.4,51.6,1021.9,97.9,10.1,rain
2021-08-08,28.3,22.2,24.7,29.7,22.2,24.9,18.9,70.87,0.0,0.0,0.0,0.0,33.925,16.3,167.2,1018.1,94.4,14.6,cloudy
2021-08-07,33.3,21.6,27.1,34.9,21.6,28.0,18.7,61.32,0.0,0.0,0.0,0.0,33.5,25.4,231.5,1016.8,79.4,16.0,partly-cloudy-day
2021-08-06,31.7,19.3,24.7,32.2,19.3,25.2,18.7,71.14,0.0,0.0,0.0,0.0,29.5,21.9,193.3,1019.5,46.8,16.0,partly-cloudy-day
2021-08-05,21.1,18.8,19.5,21.1,18.8,19.5,17.6,88.59,49.86,79.17,0.0,0.0,31.825,22.0,104.8,1018.9,99.5,10.1,rain
2021-08-04,23.4,18.8,21.4,23.4,18.8,21.4,16.8,75.43,0.84,16.67,0.0,0.0,34.15,25.3,110.1,1020.7,96.1,15.3,rain
2021-08-03,24.9,18.2,22.1,24.9,18.2,22.1,14.0,60.7,0.0,0.0,0.0,0.0,36.474999999999994,17.9,132.3,1019.1,70.9,15.9,partly-cloudy-day
2021-08-02,27.8,18.8,23.5,27.5,18.8,23.5,13.6,55.72,0.0,0.0,0.0,0.0,38.8,29.2,257.6,1011.7,58.9,16.0,partly-cloudy-day
2021-08-01,25.0,17.7,21.5,25.0,17.7,21.5,12.1,55.92,0.0,0.0,0.0,0.0,35.25,31.1,173.4,1012.9,54.3,16.0,wind
2021-07-31,25.6,16.0,20.6,25.6,16.0,20.6,8.2,45.51,0.0,0.0,0.0,0.0,31.7,23.8,274.6,1012.8,32.6,16.0,partly-cloudy-day
2021-07-30,27.8,19.3,23.2,27.6,19.3,23.2,14.5,60.67,6.24,25.0,0.0,6.67,44.7,31.1,299.4,1005.8,56.7,15.5,rain
2021-07-29,26.2,18.7,22.2,26.2,18.7,22.2,15.6,66.56,0.08,25.0,7.5,20.0,51.5,33.1,207.0,1013.7,84.6,16.0,snow
2021-07-28,23.3,19.2,20.8,23.3,19.2,20.8,15.5,72.34,7.6,8.33,12.5,12.5,43.7,20.2,101.8,1015.4,70.1,16.0,snow
2021-07-27,30.7,21.1,25.6,30.7,21.1,25.7,16.9,60.28,4.68,12.5,0.0,0.0,35.9,27.3,213.3,1012.5,50.8,13.4,rain
2021-07-26,33.3,21.6,27.4,32.7,21.6,27.5,17.9,60.25,0.0,0.0,0.0,0.0,35.3,20.4,253.7,1010.5,52.4,10.6,partly-cloudy-day
