date,pm25,day,month,year,tempmax,tempmin,temp,feelslikemax,feelslikemin,feelslike,dew,humidity,precip,precipcover,snow,snowdepth,windgust,windspeed,winddir,sealevelpressure,cloudcover,visibility,flight_number,fuel_and_gas_total,special_fuel,gasoline,vehicle-miles,natural_gas,gasoline_sales,Population,Growth,GrowthRate,icon_clear-day,icon_cloudy,icon_partly-cloudy-day,icon_rain,icon_snow,icon_wind
2021-12-31,0.9317266360717963,1.7352503467879221,1.5881536366105709,1.5274754613572936,-0.80756856476039,-0.35429646864683545,-0.5798576044422425,-0.6575710180040375,-0.1793119643545734,-0.40174138445612984,0.02820827648416082,1.770337640339382,-0.3961812649490802,-0.6028606858486663,-0.17909269438676823,-0.33784324877479643,-0.6905743706153487,-1.9851064604191677,-1.1710268799485108,-0.24279274071510373,1.6358757400932074,-2.894302527297364,-0.3265466194006339,-0.5855844540830174,0.2953872531833365,-0.673200811297642,0.4557161731785006,0.7082443508103142,-0.7540335107719295,0.9941585397359218,-1.104010422420624,-1.0973409176001283,-0.18030206300056992,8.488227141164401,-0.7345170380878218,-0.7257036364970747,-0.33447293779724757,-0.4344782604783762
2021-12-30,0.15987739640866253,1.6216151716800262,1.5881536366105709,1.5274754613572936,-0.9545760621893086,-0.4705115243698921,-0.7150075692371414,-0.7331927634133308,-0.3522353288067152,-0.5456365535910312,-0.18050959247391854,1.434615547637029,-0.1920877308199057,0.6101340045934638,-0.17909269438676823,-0.33784324877479643,-0.7647420081005388,-1.7925180043878761,-0.8281611051561407,-0.21737979896489557,1.648282430267546,-2.618608454744541,-0.3265466194006339,-0.5855844540830174,0.2953872531833365,-0.673200811297642,0.4557161731785006,0.7082443508103142,-0.7540335107719295,0.9941585397359218,-1.104010422420624,-1.0973409176001283,-0.18030206300056992,-0.11781023096688965,-0.7345170380878218,1.37797297644385,-0.33447293779724757,-0.4344782604783762
2021-12-29,0.005507548476035768,1.5079799965721306,1.5881536366105709,1.5274754613572936,-0.9545760621893086,-0.5233365496985541,-0.7357998715132796,-0.7331927634133308,-0.42634534214334735,-0.5541009753048489,-0.5315350993579612,0.19009565389541586,-0.3920993942664967,-0.400533171482919,-0.17909269438676823,-0.2638472803150086,-0.838909645585729,-1.2147526362940018,-0.6095654583452847,-0.3444445077159075,1.6358757400932074,0.5321809458591532,-0.3265466194006339,-0.5855844540830174,0.2953872531833365,-0.673200811297642,0.4557161731785006,0.7082443508103142,-0.7540335107719295,0.9941585397359218,-1.104010422420624,-1.0973409176001283,-0.18030206300056992,-0.11781023096688965,-0.7345170380878218,1.37797297644385,-0.33447293779724757,-0.4344782604783762
2021-12-28,-0.9978964630860382,1.3943448214642349,1.5881536366105709,1.5274754613572936,-0.80756856476039,-0.7452016560789347,-0.7877806272036253,-0.8592290057621532,-0.5580964769640269,-0.6810673010121148,-0.49358639591103765,0.5753193027996281,-0.23154581408487945,0.6101340045934638,0.18301945169826184,-0.11361304132089386,-0.9130772830709197,-1.1467802400476634,0.1659999186959716,-0.8018774592195533,1.5076732749583717,-1.0038288869351477,-0.3265466194006339,-0.5855844540830174,0.2953872531833365,-0.673200811297642,0.4557161731785006,0.7082443508103142,-0.7540335107719295,0.9941585397359218,-1.104010422420624,-1.0973409176001283,-0.18030206300056992,-0.11781023096688965,-0.7345170380878218,-0.7257036364970747,2.98977850520805,-0.4344782604783762
2021-12-27,-1.0750813870523515,1.280709646356339,1.5881536366105709,1.5274754613572936,-1.3465960553330918,-0.935371747262118,-1.1412497658979763,-1.0692894096768575,-0.9698187732786501,-1.1042883867030011,-0.9205093096889274,0.03334072592286188,-0.3961812649490802,-0.6028606858486663,0.2682223096006218,-0.11361304132089386,0.06758370145548576,0.4845572698644531,0.7933394804339758,-0.014076264963273554,0.45724017353100754,0.5321809458591532,-0.3265466194006339,-0.5855844540830174,0.2953872531833365,-0.673200811297642,0.4557161731785006,0.7082443508103142,-0.7540335107719295,0.9941585397359218,-1.104010422420624,-1.0973409176001283,-0.18030206300056992,-0.11781023096688965,-0.7345170380878218,-0.7257036364970747,2.98977850520805,-0.4344782604783762
2021-12-26,1.857945723667557,1.1670744712484433,1.5881536366105709,1.5274754613572936,-1.1799875582469839,-0.6923766307502727,-0.9645151965508009,-1.2541425651217968,-0.8380676384579707,-1.019644169564824,-0.541022275219692,0.8983486887835546,0.4297172364936459,0.4078064902277164,0.3250242148688618,0.029894291449603757,0.5043486777571617,0.31462627924860753,1.4236735030871979,-1.0433004058464732,1.396013063389321,0.13833227078369142,-0.3265466194006339,-0.5855844540830174,0.2953872531833365,-0.673200811297642,0.4557161731785006,0.7082443508103142,-0.7540335107719295,0.9941585397359218,-1.104010422420624,-1.0973409176001283,-0.18030206300056992,-0.11781023096688965,-0.7345170380878218,-0.7257036364970747,2.98977850520805,-0.4344782604783762
2021-12-25,-0.6119718432544713,1.0534392961405477,1.5881536366105709,1.5274754613572936,-1.2975935561901188,-1.0515868029851745,-1.1724382193121836,-1.2625449812783849,-0.9862876651312351,-1.0281085912786416,-0.541022275219692,1.6199290657260406,0.7181694313962124,1.4189588641802764,0.3889263582956318,-0.11361304132089386,0.3120622102029639,-1.2034239035862786,-0.2741858358409577,-1.513439828225223,1.648282430267546,-2.6973781897596334,-0.3265466194006339,-0.5855844540830174,0.2953872531833365,-0.673200811297642,0.4557161731785006,0.7082443508103142,-0.7540335107719295,0.9941585397359218,-1.104010422420624,-1.0973409176001283,-0.18030206300056992,-0.11781023096688965,-0.7345170380878218,-0.7257036364970747,2.98977850520805,-0.4344782604783762
2021-12-24,-2.001300474648112,0.9398041210326519,1.5881536366105709,1.5274754613572936,-1.6308105503623345,-1.2840169144312876,-1.5051150557303963,-1.3549715590008549,-1.2086177051411318,-1.290505664406991,-1.4897398613927801,-0.565120395850897,-0.3961812649490802,-0.6028606858486663,0.3747258819785718,-0.11361304132089386,0.11977574264876777,-1.5999295483565847,0.11808854405249607,0.45606315741546194,1.6565535570504388,0.21710200579878353,-0.3265466194006339,-0.5855844540830174,0.2953872531833365,-0.673200811297642,0.4557161731785006,0.7082443508103142,-0.7540335107719295,0.9941585397359218,-1.104010422420624,-1.0973409176001283,-0.18030206300056992,-0.11781023096688965,-0.7345170380878218,-0.7257036364970747,2.98977850520805,-0.4344782604783762
2021-12-23,0.5458020162402294,0.8261689459247561,1.5881536366105709,1.5274754613572936,-1.454401553447632,-1.2840169144312876,-1.33877663752129,-1.6070440436984996,-1.2662588266251789,-1.4090075684004393,-1.8692268958620153,-1.885796529903063,-0.3961812649490802,-0.6028606858486663,0.2682223096006218,-0.19657821807883782,-0.0725107249054295,0.07672289238642414,1.4356513467480667,0.1002819729126343,-1.0729182813041291,0.5321809458591532,-0.3265466194006339,-0.5855844540830174,0.2953872531833365,-0.673200811297642,0.4557161731785006,0.7082443508103142,-0.7540335107719295,0.9941585397359218,-1.104010422420624,-1.0973409176001283,-0.18030206300056992,-0.11781023096688965,-0.7345170380878218,-0.7257036364970747,2.98977850520805,-0.4344782604783762
2021-12-22,0.31424724434128926,0.7125337708168603,1.5881536366105709,1.5274754613572936,-0.9545760621893086,-0.7029416358160051,-0.8085729294797637,-0.9180459188582705,-0.8051298547528007,-0.7826403615779275,-0.45563769246411406,0.7047849113275669,-0.07779535170756803,0.4078064902277164,-0.17909269438676823,-0.11361304132089386,0.6774064985559393,0.3372837446640539,0.1854639146448832,-1.716743362226845,0.866660949284193,-0.6493650793672322,-0.3265466194006339,-0.5855844540830174,0.2953872531833365,-0.673200811297642,0.4557161731785006,0.7082443508103142,-0.7540335107719295,0.9941585397359218,-1.104010422420624,-1.0973409176001283,-0.18030206300056992,-0.11781023096688965,-0.7345170380878218,1.37797297644385,-0.33447293779724757,-0.4344782604783762
