date, pm25, o3, no2, so2, co
2016/7/29, 42, 26, 14, , 2
2016/7/30, 48, 22, 9, , 2
2016/7/31, 37, 21, 6, , 2
2016/8/1, 39, 17, 6, , 1
2016/8/2, 29, 14, 9, , 2
2016/8/3, 35, 18, 6, , 2
2016/8/4, 38, 32, 12, , 2
2016/8/5, 35, 38, 12, , 2
2016/8/6, 35, 29, 10, , 3
2016/8/7, 36, 17, 13, , 2
2016/8/8, 45, 25, 12, , 2
2016/8/9, 27, 26, 11, , 2
2016/8/10, 35, 32, 12, , 2
2016/8/11, 34, 37, 13, , 3
2016/8/12, 41, 33, 12, , 2
2016/8/13, 19, 19, 6, , 1
2016/8/14, 40, 29, 7, , 2
2016/8/15, 27, 24, 11, , 2
2016/8/16, 28, 25, 15, , 2
2016/8/17, 37, 23, 10, , 2
2016/8/18, 29, 29, 17, , 3
2016/8/19, 33, 20, 14, , 8
2016/8/20, 37, 28, 8, , 2
2016/8/21, 33, 22, 5, , 2
2016/8/22, 27, 21, 9, , 2
2016/8/23, 29, 26, 14, , 2
2016/8/24, 34, 40, 17, , 3
2016/8/25, 40, 46, 15, , 2
2016/8/26, 43, 30, 10, , 2
2016/8/27, 40, 27, 11, , 2
2016/8/28, 37, 24, 6, , 2
2016/8/29, 27, 27, 11, , 2
2016/8/30, 29, 28, 14, , 2
2016/8/31, 36, 37, 14, , 3
2016/9/1, 37, 25, 18, , 3
2016/9/2, 32, 15, 9, , 2
2016/9/3, 32, 17, 10, , 2
2016/9/4, 32, 18, 6, , 1
2016/9/5, 25, 23, 3, , 1
2016/9/6, 25, 16, 10, , 1
2016/9/7, 24, 21, 13, , 1
2016/9/8, 29, 29, 12, , 2
2016/9/9, 22, 24, 16, , 3
2016/9/10, 33, 26, 12, , 2
2016/9/11, 40, 25, 5, , 1
2016/9/12, 31, 22, 14, , 2
2016/9/13, 28, 33, 13, , 2
2016/9/14, 25, 35, 14, , 2
2016/9/15, 34, 19, 9, , 1
2016/9/16, 18, 24, 13, , 3
2016/9/17, 31, 29, 10, , 3
2016/9/18, 27, 26, 5, , 2
2016/9/19, 20, 13, 13, , 3
2016/9/20, 13, 17, 16, , 3
2016/9/21, 24, 29, 19, , 3
2016/9/22, 38, 25, 20, , 3
2016/9/23, 28, 26, 19, , 3
2016/9/24, 28, 20, 6, , 1
2016/9/25, 39, 25, 7, , 2
2016/9/26, 32, 21, 15, , 2
2016/9/27, 25, 21, 20, , 3
2016/9/28, 27, 21, 9, , 1
2016/9/29, 25, 18, 8, , 1
2016/9/30, 25, 21, 7, , 1
2016/10/1, 23, 23, 8, , 1
2016/4/2, 29, 26, 13, 1, 3
2016/4/3, 29, 25, 10, , 2
2016/4/4, 27, 22, 18, 3, 2
2016/4/5, 34, 30, 14, , 2
2016/4/6, 47, 30, 23, 2, 4
2016/4/7, 47, 38, 11, , 2
2016/4/8, 29, 26, 13, 1, 3
2016/4/9, 37, 29, 13, , 2
2016/4/10, 37, 31, 9, , 2
2016/4/11, 31, 36, 13, , 3
2016/4/12, 40, 38, 14, , 3
2016/4/13, 43, 27, 12, , 2
2016/4/14, 27, 26, 17, , 2
2016/4/15, 33, 31, 18, , 2
2016/4/16, 36, 32, 8, , 1
2016/4/17, 26, 31, 10, , 2
2016/4/18, 38, 32, 16, 1, 2
2016/4/19, 36, 28, 14, , 2
2016/4/20, 45, 32, 8, , 2
2016/4/21, 25, 40, 16, , 2
2016/4/22, 42, 41, 26, , 3
2016/4/23, 65, 31, 13, , 2
2016/4/24, 50, 32, 10, , 1
2016/4/25, 27, 26, 25, , 3
2016/4/26, 39, 28, 13, , 2
2016/4/27, 34, 32, 22, , 3
2016/4/28, 47, 32, 15, , 2
2016/4/29, 27, 27, 8, , 2
2016/4/30, 25, 31, 10, , 2
2016/5/1, 26, 26, 12, , 2
2016/5/2, 29, 22, 15, , 2
2016/5/3, 30, 22, 16, , 2
2016/5/4, 21, 21, 10, , 1
2016/5/5, 21, 19, 9, , 1
2016/5/6, 14, 20, 7, , 1
2016/5/7, 20, 15, 8, , 1
2016/5/8, 16, 27, 9, , 2
2016/5/9, 30, 31, 14, 1, 2
2016/5/10, 28, 31, 19, , 2
2016/5/11, 38, 35, 24, 1, 3
2016/5/12, 44, 60, 16, , 2
2016/5/13, 34, 33, , , 
2016/5/14, 43, 40, , , 
2016/5/15, 26, 26, 5, , 1
2016/5/16, 23, 29, 13, , 2
2016/5/17, 36, 32, 18, , 2
2016/5/18, 33, 26, 12, , 2
2016/5/19, 34, 27, 18, 1, 3
2016/5/20, 34, 36, 17, 1, 2
2016/5/21, 40, 28, 19, , 3
2016/5/22, 45, 41, 7, , 1
2016/5/23, 19, 34, 20, 1, 3
2016/5/24, 36, 25, 9, , 1
2016/5/25, 24, 46, 15, , 3
2016/5/26, 36, 40, 27, 1, 3
2016/5/27, 58, 40, 21, 1, 4
2016/5/28, 75, 48, 9, , 3
2016/5/29, 63, 36, 5, , 2
2016/5/30, 62, 24, 6, , 2
2016/5/31, 27, 35, 15, , 2
2016/6/1, 32, 26, 8, 1, 1
2016/6/2, 30, 16, 5, , 1
2016/6/3, 33, 20, 9, , 2
2016/6/4, 40, 30, 13, , 3
2016/6/5, 43, 35, 8, , 2
2016/6/6, 37, 40, 13, , 2
2016/6/7, 34, 42, 18, , 3
2016/6/8, 50, 21, 9, , 1
2016/6/9, 23, 21, 8, , 1
2016/6/10, 21, 23, 11, , 1
2016/6/11, 33, 32, 12, , 3
2016/6/12, 43, 30, 6, , 2
2016/6/13, 41, 21, 7, , 1
2016/6/14, 23, 25, 14, , 2
2016/6/15, 26, 23, 16, , 2
2016/6/16, 39, 32, 23, 1, 3
2016/6/17, 48, 30, 9, 1, 1
2016/6/18, 39, 29, 8, , 2
2016/6/19, 39, 36, 7, , 2
2016/6/20, 43, 36, 12, , 2
2016/6/21, 38, 35, 14, , 2
2016/6/22, 39, 30, 18, , 2
2016/6/23, 44, 37, 15, , 2
2016/6/24, 45, 22, 13, , 2
2016/6/25, 41, 26, 12, , 3
2016/6/26, 41, 43, 9, , 3
2016/6/27, 48, 37, 9, , 2
2016/6/28, 39, 31, 11, , 2
2016/6/29, 25, 38, 12, , 2
2016/6/30, 30, 35, 12, , 2
2016/7/1, 37, 42, 13, , 3
2016/1/5, 42, 18, 20, 1, 3
2016/1/6, 42, 15, 29, 1, 5
2016/1/7, 47, 7, 35, 3, 8
2016/1/8, 63, 20, 24, 1, 3
2016/1/9, 54, 19, 18, , 3
2016/1/10, 53, 26, 11, , 3
2016/1/11, 27, 22, 12, , 2
2016/1/12, 25, 17, 21, 1, 3
2016/1/13, 39, 22, 14, , 3
2016/1/14, 34, 16, 21, , 3
2016/1/15, 45, 17, 20, 1, 4
2016/1/16, 57, 15, 18, , 4
2016/1/17, 43, 19, 14, , 2
2016/1/18, 37, 24, 15, 1, 2
2016/1/19, 36, 24, 13, , 2
2016/1/20, 37, 23, 15, , 2
2016/1/21, 37, 25, 17, , 3
2016/1/22, 36, 24, 19, , 2
2016/1/23, 41, 24, 13, 1, 2
2016/1/24, 32, 26, 17, 1, 3
2016/1/25, 45, 19, 26, 1, 4
2016/1/26, 48, 27, 24, 1, 4
2016/1/27, 55, 16, 17, , 3
2016/1/28, 41, 18, 25, 1, 4
2016/1/29, 38, 9, 26, 2, 5
2016/1/30, 61, 20, 11, , 3
2016/1/31, 36, 24, 11, , 3
2016/2/1, 44, 27, 16, , 3
2016/2/2, 49, 25, 22, 1, 3
2016/2/3, 32, 32, 18, , 3
2016/2/4, 36, 29, 14, , 3
2016/2/5, 27, 20, 15, , 2
2016/2/6, 36, 22, 20, , 4
2016/2/7, 44, 26, 18, , 3
2016/2/8, 58, 28, 10, , 1
2016/2/9, 32, 19, 27, 3, 4
2016/2/10, 44, 13, 31, 1, 6
2016/2/11, 65, 22, 16, , 3
2016/2/12, 39, 23, 19, , 3
2016/2/13, 36, 25, 15, 1, 3
2016/2/14, 52, 19, 8, , 2
2016/2/15, 50, 14, 23, 1, 4
2016/2/16, 53, 31, 21, 1, 4
2016/2/17, 43, 20, 14, , 3
2016/2/18, 36, 23, 14, , 2
2016/2/19, 40, 21, 21, 1, 3
2016/2/20, 42, 31, 12, , 3
2016/2/21, 36, 24, 9, , 3
2016/2/22, 31, 21, 13, , 2
2016/2/23, 24, 24, 21, 1, 3
2016/2/24, 33, 24, 18, 1, 2
2016/2/25, 24, 24, 8, , 2
2016/2/26, 23, 26, 11, , 2
2016/2/27, 24, 27, 12, , 3
2016/2/28, 33, 30, 10, , 3
2016/2/29, 45, 29, 14, , 3
2016/3/1, 49, 29, 13, , 2
2016/3/2, 27, 30, 11, , 2
2016/3/3, 36, 23, 15, , 3
2016/3/4, 31, 24, 19, , 3
2016/3/5, 42, 27, 10, , 2
2016/3/6, 36, 30, 15, , 3
2016/3/7, 43, 23, 24, 1, 4
2016/3/8, 64, 22, 19, , 4
2016/3/9, 63, 37, 17, , 3
2016/3/10, 63, 31, 26, 1, 5
2016/3/11, 64, 22, 14, , 3
2016/3/12, 26, 28, 13, , 3
2016/3/13, 30, 32, 11, , 2
2016/3/14, 35, 29, 7, , 1
2016/3/15, 30, 27, 10, , 2
2016/3/16, 22, 24, 12, , 2
2016/3/17, 20, 29, 13, , 3
2016/3/18, 25, 21, 13, , 3
2016/3/19, 25, 30, 11, , 3
2016/3/20, 49, 30, 6, , 2
2016/3/21, 30, 27, 16, , 3
2016/3/22, 41, 32, 15, , 3
2016/3/23, 38, 32, 16, , 3
2016/3/24, 47, 28, 11, , 1
2016/3/25, 34, 22, 22, 1, 3
2016/3/26, 44, 27, 10, , 2
2016/3/27, 24, 29, 9, , 2
2016/3/28, 32, 22, 16, , 2
2016/3/29, 24, 31, 8, , 2
2016/3/30, 27, 36, 17, 1, 3
2016/3/31, 38, 39, 10, , 2
2016/4/1, 35, 31, 8, , 2
2015/10/2, 27, 16, 7, , 1
2015/10/3, 35, 17, 3, , 1
2015/10/4, 27, 23, 3, , 1
2015/10/5, 40, 14, 12, , 2
2015/10/6, 31, 18, 18, 2, 3
2015/10/7, 44, 21, 20, 1, 3
2015/10/8, 46, 21, 12, , 2
2015/10/9, 31, 28, 13, , 2
2015/10/10, 33, 20, 9, , 2
2015/10/11, 32, 12, 10, , 2
2015/10/12, 40, 34, 15, , 3
2015/10/13, 50, 23, 21, 1, 4
2015/10/14, 52, 14, 11, , 2
2015/10/15, 31, 18, 16, , 3
2015/10/16, 34, 21, 17, , 3
2015/10/17, 39, 16, 11, , 2
2015/10/18, 38, 21, 7, , 2
2015/10/19, 35, 19, 15, , 2
2015/10/20, 43, 21, 22, 1, 3
2015/10/21, 50, 11, 25, 1, 4
2015/10/22, 52, 35, 21, , 3
2015/10/23, 61, 20, 12, , 2
2015/10/24, 42, 7, 16, , 2
2015/10/25, 37, 17, 9, , 2
2015/10/26, 25, 12, 14, 1, 3
2015/10/27, 32, 13, 22, 1, 5
2015/10/28, 47, 28, 15, 2, 3
2015/10/29, 41, 24, 9, , 2
2015/10/30, 23, 19, 13, , 2
2015/10/31, 33, 18, 14, , 3
2015/11/1, 34, 22, 12, , 3
2015/11/2, 42, 17, 21, 2, 4
2015/11/3, 45, 17, 26, 1, 5
2015/11/4, 49, 21, 21, 1, 3
2015/11/5, 48, 27, 15, , 3
2015/11/6, 41, 18, 10, , 3
2015/11/7, 35, 23, 8, , 1
2015/11/8, 33, 22, 9, , 2
2015/11/9, 27, 14, 20, 1, 4
2015/11/10, 44, 12, 25, 2, 5
2015/11/11, 51, 20, 8, , 2
2015/11/12, 41, 17, 13, , 3
2015/11/13, 41, 18, 9, , 2
2015/11/14, 24, 18, 8, , 2
2015/11/15, 37, 19, 13, 2, 3
2015/11/16, 33, 20, 18, 1, 3
2015/11/17, 37, 13, 16, 3, 3
2015/11/18, 27, 11, 22, 2, 6
2015/11/19, 39, 23, 15, , 2
2015/11/20, 18, 23, 14, , 3
2015/11/21, 33, 20, 15, 1, 2
2015/11/22, 34, 12, 22, 2, 6
2015/11/23, 59, 20, 14, , 2
2015/11/24, 28, 17, 25, 1, 4
2015/11/25, 42, 15, 29, 3, 6
2015/11/26, 55, 26, 14, , 3
2015/11/27, 31, 27, 10, , 2
2015/11/28, 22, 18, 12, , 2
2015/11/29, 23, 19, 11, 1, 2
2015/11/30, 39, 17, 16, 1, 2
2015/12/1, 29, 15, 26, 3, 4
2015/12/2, 31, 3, 20, 2, 6
2015/12/3, 54, 13, 16, 1, 4
2015/12/4, 26, 12, 15, 1, 3
2015/12/5, 32, 14, 18, 1, 5
2015/12/6, 46, 18, 17, 1, 5
2015/12/7, 56, 16, 24, 2, 5
2015/12/8, 69, 15, 13, , 2
2015/12/9, 33, 19, 17, 1, 4
2015/12/10, 44, 18, 23, 1, 4
2015/12/11, 49, 17, 22, 1, 5
2015/12/12, 65, 13, 19, 2, 6
2015/12/13, 45, 15, 12, 2, 3
2015/12/14, 29, 13, 17, 2, 4
2015/12/15, 40, 14, 11, 1, 3
2015/12/16, 23, 19, 12, , 2
2015/12/17, 26, 17, 18, 3, 3
2015/12/18, 25, 16, 16, 1, 4
2015/12/19, 29, 20, 10, , 2
2015/12/20, 27, 21, 13, , 3
2015/12/21, 31, 22, 18, , 3
2015/12/22, 42, 14, 18, 1, 4
2015/12/23, 32, 13, 20, 1, 4
2015/12/24, 37, 12, 15, , 4
2015/12/25, 23, 16, 15, , 4
2015/12/26, 26, 22, 9, , 1
2015/12/27, 28, 18, 11, , 3
2015/12/28, 29, 24, 11, , 2
2015/12/29, 23, 23, 12, , 2
2015/12/30, 27, 16, 27, 2, 4
2015/12/31, 56, 12, 23, 1, 6
2016/1/1, 57, , , , 
2016/1/4, 53, 17, 18, , 3
2015/7/2, 51, 30, 17, , 3
2015/7/3, 51, 26, 14, , 2
2015/7/4, 48, 25, 14, 2, 3
2015/7/5, 69, 30, 11, 1, 3
2015/7/6, 90, 39, 16, , 4
2015/7/7, 76, 27, 9, , 2
2015/7/8, 54, 28, 12, , 3
2015/7/9, 70, 23, 7, , 2
2015/7/10, 68, 30, 13, , 3
2015/7/11, 64, 31, 12, , 3
2015/7/12, 61, 32, 9, , 3
2015/7/13, 64, 27, 13, , 3
2015/7/14, 76, 27, 11, , 2
2015/7/15, 55, 33, 13, , 2
2015/7/16, 36, 21, 6, , 1
2015/7/17, 38, 37, 13, , 3
2015/7/18, 52, 28, 10, , 2
2015/7/19, 32, 35, 7, , 3
2015/7/20, 47, 31, 16, , 3
2015/7/21, 62, 29, 19, 1, 3
2015/7/22, 62, 21, 12, , 2
2015/7/23, 43, 21, 10, , 2
2015/7/24, 45, 22, 13, , 2
2015/7/25, 44, 16, 6, , 2
2015/7/26, 41, 34, 7, , 3
2015/7/27, 50, 37, 15, , 3
2015/7/28, 41, 46, 12, , 3
2015/7/29, 56, 36, 16, , 3
2015/7/30, 62, 37, 14, , 3
2015/7/31, 64, 25, 13, , 2
2015/8/1, 46, 31, 13, , 3
2015/8/2, 43, 28, 8, , 2
2015/8/3, 40, 40, 13, , 2
2015/8/4, 53, 39, 16, , 3
2015/8/5, 50, 26, 15, , 2
2015/8/6, 43, 16, 12, , 2
2015/8/7, 47, 18, 11, , 2
2015/8/8, 39, 17, 8, , 2
2015/8/9, 38, 7, 11, , 2
2015/8/10, 35, 26, 13, 55, 2
2015/8/11, 45, 18, 10, 1, 2
2015/8/12, 34, 24, 13, , 2
2015/8/13, 32, 22, 12, , 2
2015/8/14, 37, 33, 15, , 3
2015/8/15, 45, 36, 14, , 3
2015/8/16, 47, 38, 11, , 4
2015/8/17, 47, 35, 15, , 3
2015/8/18, 57, 44, 16, , 3
2015/8/19, 72, 29, 13, , 2
2015/8/20, 43, 21, 8, , 2
2015/8/21, 33, 20, 12, , 2
2015/8/22, 38, 22, 10, , 2
2015/8/23, 27, 13, 6, , 1
2015/8/24, 21, 11, 10, , 1
2015/8/25, 31, 27, 10, , 2
2015/8/26, 33, 31, 16, , 3
2015/8/27, 54, 24, 13, , 3
2015/8/28, 48, 18, 10, , 3
2015/8/29, 34, 25, 13, , 4
2015/8/30, 34, 39, 12, , 3
2015/8/31, 55, 34, 17, , 3
2015/9/1, 58, 24, 10, , 3
2015/9/2, 61, 35, 16, , 4
2015/9/3, 65, 30, 16, 2, 4
2015/9/4, 70, 20, 9, 1, 2
2015/9/5, 37, 19, 10, , 2
2015/9/6, 27, 37, 9, , 3
2015/9/7, 35, 58, 9, , 3
2015/9/8, 43, 48, 23, 6, 3
2015/9/9, 63, 29, 14, 1, 3
2015/9/10, 43, 20, 12, , 2
2015/9/11, 29, 22, 10, , 2
2015/9/12, 22, 26, 9, , 3
2015/9/13, 22, 23, 4, , 1
2015/9/14, 13, 15, 8, , 2
2015/9/15, 26, 27, 15, , 2
2015/9/16, 43, 32, 19, , 3
2015/9/17, 45, 39, 22, , 4
2015/9/18, 45, 72, 24, , 4
2015/9/19, 59, 31, 12, , 3
2015/9/20, 45, 22, 7, , 2
2015/9/21, 24, 19, 7, , 1
2015/9/22, 29, 15, 12, 1, 1
2015/9/23, 26, 21, 18, 2, 3
2015/9/24, 33, 21, 18, 1, 3
2015/9/25, 34, 19, 13, , 2
2015/9/26, 30, 20, 11, 1, 2
2015/9/27, 34, 25, 13, 1, 3
2015/9/28, 38, 25, 16, , 3
2015/9/29, 37, 21, 9, , 2
2015/9/30, 24, 20, 9, , 1
2015/10/1, 15, 15, 8, , 1
2015/4/2, 44, 37, 29, 1, 4
2015/4/3, 52, 34, 21, , 4
2015/4/4, 60, 27, 12, , 3
2015/4/5, 47, 32, 10, , 2
2015/4/6, 35, 28, 16, , 3
2015/4/7, 39, 23, 16, , 2
2015/4/8, 48, 28, 11, , 2
2015/4/9, 42, 30, 11, , 2
2015/4/10, 32, 25, 18, , 3
2015/4/11, 38, 31, 10, , 2
2015/4/12, 38, 33, 12, , 3
2015/4/13, 38, 39, 23, 1, 3
2015/4/14, 46, 36, 18, , 3
2015/4/15, 37, 32, 21, , 2
2015/4/16, 33, 33, 19, 1, 3
2015/4/17, 36, 27, 19, , 3
2015/4/18, 38, 31, 13, , 2
2015/4/19, 46, 29, 7, , 2
2015/4/20, 34, 28, 11, , 1
2015/4/21, 36, 26, 15, 1, 3
2015/4/22, 34, 38, 19, 1, 3
2015/4/23, 44, 28, 12, , 2
2015/4/24, 28, 20, 10, , 2
2015/4/25, 38, 24, 9, , 2
2015/4/26, 34, 22, 11, , 2
2015/4/27, 33, 26, 13, , 2
2015/4/28, 32, 29, 9, , 2
2015/4/29, 23, 27, 13, , 2
2015/4/30, 24, 25, 10, , 2
2015/5/1, 19, 25, 8, 1, 1
2015/5/2, 25, 26, 9, , 3
2015/5/3, 33, 33, 7, , 2
2015/5/4, 45, 46, 8, , 2
2015/5/5, 54, 41, 14, , 2
2015/5/6, 62, 34, 15, , 2
2015/5/7, 35, 39, 15, , 4
2015/5/8, 35, 35, 13, 1, 2
2015/5/9, 52, 25, 9, 1, 3
2015/5/10, 43, 34, 6, , 4
2015/5/11, 33, 17, 9, , 2
2015/5/12, 55, 31, 11, , 2
2015/5/13, 56, 31, 10, , 2
2015/5/14, 39, 33, 17, , 3
2015/5/15, 47, 33, 23, , 3
2015/5/16, 56, 36, 14, , 3
2015/5/17, 52, 34, 8, , 2
2015/5/18, 63, 30, 6, , 1
2015/5/19, 43, 22, 14, , 3
2015/5/20, 45, 19, 11, , 2
2015/5/21, 46, 32, 17, , 2
2015/5/22, 45, 35, 16, , 2
2015/5/23, 51, 27, 9, , 2
2015/5/24, 39, 50, 8, , 2
2015/5/25, 48, , , , 
2015/5/27, 60, 32, 11, , 2
2015/5/28, 51, 34, 12, , 2
2015/5/29, 56, 19, 13, 1, 2
2015/5/30, 34, 27, 11, 1, 3
2015/5/31, 43, 25, 4, , 1
2015/6/1, 35, 20, 6, , 1
2015/6/2, 31, 23, 8, , 1
2015/6/3, 25, 19, 10, , 2
2015/6/4, 34, 22, 12, , 2
2015/6/5, 36, 25, 15, , 2
2015/6/6, 43, 21, 13, , 2
2015/6/7, 39, 25, 11, , 2
2015/6/8, 44, 32, 10, , 2
2015/6/9, 40, 31, 10, , 2
2015/6/10, 52, 35, 15, , 2
2015/6/11, 49, 39, 17, , 3
2015/6/12, 77, 42, 20, 2, 3
2015/6/13, 61, 28, 9, 1, 2
2015/6/14, 52, 24, 12, , 2
2015/6/15, 50, 18, 9, , 1
2015/6/16, 38, 19, 14, , 2
2015/6/17, 55, 23, 11, , 2
2015/6/18, 41, 34, 16, , 3
2015/6/19, 50, 31, 13, 1, 2
2015/6/20, 44, 23, 8, 1, 2
2015/6/21, 45, 23, 10, , 2
2015/6/22, 39, 22, 17, , 2
2015/6/23, 54, 41, 16, , 3
2015/6/24, 66, 25, 13, , 2
2015/6/25, 46, 25, 17, , 3
2015/6/26, 52, 22, 13, , 1
2015/6/27, 50, 23, 12, , 3
2015/6/28, 50, 21, 5, , 1
2015/6/29, 32, 17, 14, , 3
2015/6/30, 37, 32, 13, , 3
2015/7/1, 39, 44, 13, , 3
2015/1/2, 56, 14, , , 
2015/1/3, 53, 19, , , 
2015/1/4, 31, 11, , , 
2015/1/5, 31, 18, , , 
2015/1/6, 30, 15, , , 
2015/1/7, 41, 17, , , 
2015/1/8, 62, 16, , , 
2015/1/9, 51, 13, , , 
2015/1/10, 54, 16, , , 
2015/1/11, 57, 18, , , 
2015/1/12, 60, 13, , , 
2015/1/13, 63, 17, , , 
2015/1/14, 49, 6, , , 
2015/1/15, 72, 10, 29, 1, 5
2015/1/16, 61, 20, 19, , 3
2015/1/17, 53, 20, 16, , 3
2015/1/18, 36, 25, 25, , 4
2015/1/19, 55, 15, , , 
2015/1/20, 27, 16, , , 
2015/1/21, 34, 13, , , 
2015/1/22, 38, 10, , , 
2015/1/23, 47, 18, , , 
2015/1/24, 54, 14, , , 
2015/1/25, 72, 20, , , 
2015/1/26, 42, 20, , , 
2015/1/27, 42, 21, 11, 3, 2
2015/1/28, 30, 19, 19, , 3
2015/1/29, 43, 12, 37, 3, 5
2015/1/30, 54, 18, 27, 1, 4
2015/1/31, 57, 23, 12, , 2
2015/2/1, 43, 20, 19, 2, 3
2015/2/2, 53, 18, 19, 2, 2
2015/2/3, 36, 18, 25, 2, 4
2015/2/4, 46, 18, 32, 4, 4
2015/2/5, 67, 21, 27, 1, 3
2015/2/6, 55, 18, 26, 1, 4
2015/2/7, 55, 17, 23, 1, 4
2015/2/8, 74, 17, 22, 2, 3
2015/2/9, 64, 18, 23, 1, 2
2015/2/10, 39, 21, 19, 1, 2
2015/2/11, 29, 19, 21, 6, 3
2015/2/12, 38, 9, 40, 5, 7
2015/2/13, 78, 20, 18, , 3
2015/2/14, 51, 20, 25, 2, 3
2015/2/15, 58, 24, 15, 1, 2
2015/2/16, 45, 24, 14, , 2
2015/2/17, 46, 15, 31, 6, 3
2015/2/18, 52, 18, 34, 2, 4
2015/2/19, 58, 24, 27, 2, 4
2015/2/20, 69, 22, 18, , 3
2015/2/21, 53, 23, 27, 1, 4
2015/2/22, 67, 17, 25, 2, 5
2015/2/23, 62, 23, 21, 1, 3
2015/2/24, 58, 20, 25, 1, 3
2015/2/25, 53, 23, 29, 2, 4
2015/2/26, 65, 18, 23, 8, 3
2015/2/27, 46, 13, 30, 1, 4
2015/2/28, 58, 25, 24, , 3
2015/3/1, 59, 24, 32, 2, 5
2015/3/2, 70, 26, 21, 2, 3
2015/3/3, 66, 23, 23, , 3
2015/3/4, 42, 24, 23, , 4
2015/3/5, 45, 22, 22, 1, 3
2015/3/6, 54, 24, 21, , 2
2015/3/7, 44, 29, 23, 2, 4
2015/3/8, 64, 30, 26, 2, 4
2015/3/9, 71, 31, 31, , 4
2015/3/10, 50, 32, 31, 2, 5
2015/3/11, 62, 30, 23, , 3
2015/3/12, 56, 28, 15, , 2
2015/3/13, 35, 26, 20, , 3
2015/3/14, 36, 21, 24, , 4
2015/3/15, 42, 26, 13, , 2
2015/3/16, 36, 27, 26, 1, 4
2015/3/17, 40, 27, 23, 1, 4
2015/3/18, 58, 30, 11, , 2
2015/3/19, 34, 29, 17, , 2
2015/3/20, 34, 22, 28, 2, 4
2015/3/21, 44, 23, 25, 1, 4
2015/3/22, 65, 27, 8, , 2
2015/3/23, 34, 23, 14, , 2
2015/3/24, 41, 19, 22, , 3
2015/3/25, 53, 28, 27, 2, 5
2015/3/26, 59, 25, 22, , 4
2015/3/27, 59, 20, 23, 2, 4
2015/3/28, 44, 24, 14, 1, 2
2015/3/29, 45, 31, 15, , 2
2015/3/30, 34, 27, 22, , 3
2015/3/31, 49, 27, 18, , 3
2015/4/1, 32, 33, 20, 1, 2
2014/10/2, 33, 10, , , 
2014/10/3, 36, 12, , , 
2014/10/4, 51, , , , 
2014/10/7, 51, 24, , , 
2014/10/8, 50, 24, , , 
2014/10/9, 43, 21, , , 
2014/10/10, 47, 15, , , 
2014/10/11, 41, , , , 
2014/10/15, 45, 18, , , 
2014/10/16, 39, 19, , , 
2014/10/17, 32, 22, , , 
2014/10/18, 50, , , , 
2014/10/21, 48, 20, , , 
2014/10/22, 47, 17, , , 
2014/10/23, 32, 17, , , 
2014/10/24, 20, 10, , , 
2014/10/25, 18, 17, , , 
2014/10/26, 38, 18, , , 
2014/10/27, 28, 8, , , 
2014/10/28, 41, 7, , , 
2014/10/29, 57, 20, , , 
2014/10/30, 75, 10, , , 
2014/10/31, 46, 14, , , 
2014/11/1, 40, 16, , , 
2014/11/2, 39, 20, , , 
2014/11/3, 51, 17, , , 
2014/11/4, 47, 16, , , 
2014/11/5, 55, 19, , , 
2014/11/6, 62, 6, , , 
2014/11/7, 66, 9, , , 
2014/11/8, 49, 18, , , 
2014/11/9, 44, 11, , , 
2014/11/10, 51, 12, , , 
2014/11/11, 57, 21, , , 
2014/11/12, 60, 8, , , 
2014/11/13, 59, 14, , , 
2014/11/14, 43, 13, , , 
2014/11/15, 55, 20, , , 
2014/11/16, 53, 19, , , 
2014/11/17, 55, 8, , , 
2014/11/18, 79, 15, , , 
2014/11/19, 45, 15, , , 
2014/11/20, 50, 18, , , 
2014/11/21, 62, 16, , , 
2014/11/22, 56, 20, , , 
2014/11/23, 58, 20, , , 
2014/11/24, 67, 20, , , 
2014/11/25, 47, 14, , , 
2014/11/26, 50, 11, , , 
2014/11/27, 47, 15, , , 
2014/11/28, 35, 14, , , 
2014/11/29, 51, 16, , , 
2014/11/30, 53, 26, , , 
2014/12/1, 59, 12, , , 
2014/12/2, 57, 21, , , 
2014/12/3, 44, 10, , , 
2014/12/4, 46, 15, , , 
2014/12/5, 43, 15, , , 
2014/12/6, 42, , , , 
2014/12/8, 40, 16, , , 
2014/12/9, 52, 21, , , 
2014/12/10, 30, 15, , , 
2014/12/11, 36, 10, , , 
2014/12/12, 35, 8, , , 
2014/12/13, 45, 13, , , 
2014/12/14, 48, 15, , , 
2014/12/15, 38, 6, , , 
2014/12/16, 46, 6, , , 
2014/12/17, 52, 5, , , 
2014/12/18, 43, 6, , , 
2014/12/19, 30, 10, , , 
2014/12/20, 31, 18, , , 
2014/12/21, 43, 18, , , 
2014/12/22, 40, 14, , , 
2014/12/23, 40, 16, , , 
2014/12/24, 20, 8, , , 
2014/12/25, 31, 18, , , 
2014/12/26, 21, 16, , , 
2014/12/27, 36, 13, , , 
2014/12/28, 53, 13, , , 
2014/12/29, 51, , , , 
2014/7/2, 47, 32, , , 
2014/7/3, 50, 36, , , 
2014/7/4, 57, 30, , , 
2014/7/5, 35, 18, , , 
2014/7/6, 24, 36, , , 
2014/7/7, 39, 40, , , 
2014/7/8, 60, 37, , , 
2014/7/9, 63, 38, , , 
2014/7/10, 46, 29, , , 
2014/7/11, 40, 20, , , 
2014/7/12, 45, 39, , , 
2014/7/13, 49, 34, , , 
